[0.006s][info][gc] Using Concurrent Mark Sweep
[0.007s][info][gc,heap,coops] Heap address: 0x0000000700000000, size: 4096 MB, Compressed Oops mode: Zero based, Oop shift amount: 3
[0.058s][info][safepoint    ] Entering safepoint region: EnableBiasedLocking
[84.912s][info ][gc,task      ] GC(121) Using 4 workers of 4 for evacuation
[84.916s][debug][gc,ref       ] GC(121) Skipped phase1 of Reference Processing due to unavailable references
[84.916s][debug][gc,ref       ] GC(121) Skipped phase3 of Reference Processing due to unavailable references
[84.916s][debug][gc,ref       ] GC(121) Skipped phase4 of Reference Processing due to unavailable references
[84.916s][debug][gc,age       ] GC(121) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[84.916s][info ][gc,heap      ] GC(121) ParNew: 243557K->2930K(270976K)
[84.916s][info ][gc,heap      ] GC(121) CMS: 239930K->240086K(602112K)
[84.916s][info ][gc,metaspace ] GC(121) Metaspace: 56896K->56896K(1101824K)
[84.916s][info ][gc           ] GC(121) Pause Young (Allocation Failure) 472M->237M(852M) 4.439ms
[84.916s][info ][gc,cpu       ] GC(121) User=0.02s Sys=0.00s Real=0.01s
[84.916s][info ][safepoint    ] Leaving safepoint region
[84.916s][info ][safepoint    ] Total time for which application threads were stopped: 0.0046342 seconds, Stopping threads took: 0.0000427 seconds
[85.917s][info ][safepoint    ] Application time: 1.0001239 seconds
[85.917s][info ][safepoint    ] Entering safepoint region: Cleanup
[85.917s][info ][safepoint    ] Leaving safepoint region
[85.917s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001233 seconds, Stopping threads took: 0.0000511 seconds
[86.917s][info ][safepoint    ] Application time: 1.0000965 seconds
[86.917s][info ][safepoint    ] Entering safepoint region: Cleanup
[86.917s][info ][safepoint    ] Leaving safepoint region
[86.917s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001435 seconds, Stopping threads took: 0.0000712 seconds
[87.917s][info ][safepoint    ] Application time: 1.0001316 seconds
[87.917s][info ][safepoint    ] Entering safepoint region: Cleanup
[87.917s][info ][safepoint    ] Leaving safepoint region
[87.917s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001096 seconds, Stopping threads took: 0.0000438 seconds
[88.463s][info ][safepoint    ] Application time: 0.5453964 seconds
[88.463s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[88.463s][info ][gc,start     ] GC(122) Pause Young (Allocation Failure)
[88.463s][info ][gc,task      ] GC(122) Using 4 workers of 4 for evacuation
[88.467s][debug][gc,ref       ] GC(122) Skipped phase1 of Reference Processing due to unavailable references
[88.467s][debug][gc,ref       ] GC(122) Skipped phase3 of Reference Processing due to unavailable references
[88.467s][debug][gc,ref       ] GC(122) Skipped phase4 of Reference Processing due to unavailable references
[88.467s][debug][gc,age       ] GC(122) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[88.467s][info ][gc,heap      ] GC(122) ParNew: 243826K->2110K(270976K)
[88.467s][info ][gc,heap      ] GC(122) CMS: 240086K->240219K(602112K)
[88.467s][info ][gc,metaspace ] GC(122) Metaspace: 56906K->56906K(1101824K)
[88.467s][info ][gc           ] GC(122) Pause Young (Allocation Failure) 472M->236M(852M) 4.282ms
[88.467s][info ][gc,cpu       ] GC(122) User=0.02s Sys=0.00s Real=0.00s
[88.467s][info ][safepoint    ] Leaving safepoint region
[88.467s][info ][safepoint    ] Total time for which application threads were stopped: 0.0044399 seconds, Stopping threads took: 0.0000173 seconds
[89.467s][info ][safepoint    ] Application time: 1.0000933 seconds
[89.467s][info ][safepoint    ] Entering safepoint region: Cleanup
[89.468s][info ][safepoint    ] Leaving safepoint region
[89.468s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001880 seconds, Stopping threads took: 0.0000937 seconds
[90.468s][info ][safepoint    ] Application time: 1.0001270 seconds
[90.468s][info ][safepoint    ] Entering safepoint region: Cleanup
[90.468s][info ][safepoint    ] Leaving safepoint region
[90.468s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001348 seconds, Stopping threads took: 0.0000638 seconds
[91.468s][info ][safepoint    ] Application time: 1.0000991 seconds
[91.468s][info ][safepoint    ] Entering safepoint region: Cleanup
[91.468s][info ][safepoint    ] Leaving safepoint region
[91.468s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001918 seconds, Stopping threads took: 0.0000953 seconds
[91.785s][info ][safepoint    ] Application time: 0.3172144 seconds
[91.785s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[91.786s][info ][gc,start     ] GC(123) Pause Young (Allocation Failure)
[91.786s][info ][gc,task      ] GC(123) Using 4 workers of 4 for evacuation
[91.790s][debug][gc,ref       ] GC(123) Skipped phase1 of Reference Processing due to unavailable references
[91.790s][debug][gc,ref       ] GC(123) Skipped phase3 of Reference Processing due to unavailable references
[91.790s][debug][gc,age       ] GC(123) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[91.790s][info ][gc,heap      ] GC(123) ParNew: 243006K->2279K(270976K)
[91.790s][info ][gc,heap      ] GC(123) CMS: 240219K->240496K(602112K)
[91.790s][info ][gc,metaspace ] GC(123) Metaspace: 56936K->56936K(1101824K)
[91.790s][info ][gc           ] GC(123) Pause Young (Allocation Failure) 471M->237M(852M) 4.384ms
[91.790s][info ][gc,cpu       ] GC(123) User=0.02s Sys=0.00s Real=0.01s
[91.790s][info ][safepoint    ] Leaving safepoint region
[91.790s][info ][safepoint    ] Total time for which application threads were stopped: 0.0045372 seconds, Stopping threads took: 0.0000185 seconds
[92.791s][info ][safepoint    ] Application time: 1.0011666 seconds
[92.791s][info ][safepoint    ] Entering safepoint region: Cleanup
[92.791s][info ][safepoint    ] Leaving safepoint region
[92.791s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000979 seconds, Stopping threads took: 0.0000190 seconds
[94.792s][info ][safepoint    ] Application time: 2.0001845 seconds
[94.792s][info ][safepoint    ] Entering safepoint region: Cleanup
[94.792s][info ][safepoint    ] Leaving safepoint region
[94.792s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001498 seconds, Stopping threads took: 0.0000746 seconds
[95.163s][info ][safepoint    ] Application time: 0.3711409 seconds
[95.163s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[95.163s][info ][gc,start     ] GC(124) Pause Young (Allocation Failure)
[95.163s][info ][gc,task      ] GC(124) Using 4 workers of 4 for evacuation
[95.167s][debug][gc,ref       ] GC(124) Skipped phase1 of Reference Processing due to unavailable references
[95.167s][debug][gc,ref       ] GC(124) Skipped phase3 of Reference Processing due to unavailable references
[95.167s][debug][gc,ref       ] GC(124) Skipped phase4 of Reference Processing due to unavailable references
[95.167s][debug][gc,age       ] GC(124) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[95.167s][info ][gc,heap      ] GC(124) ParNew: 243175K->2151K(270976K)
[95.167s][info ][gc,heap      ] GC(124) CMS: 240496K->240783K(602112K)
[95.167s][info ][gc,metaspace ] GC(124) Metaspace: 56943K->56943K(1101824K)
[95.167s][info ][gc           ] GC(124) Pause Young (Allocation Failure) 472M->237M(852M) 4.246ms
[95.167s][info ][gc,cpu       ] GC(124) User=0.01s Sys=0.00s Real=0.00s
[95.167s][info ][safepoint    ] Leaving safepoint region
[95.167s][info ][safepoint    ] Total time for which application threads were stopped: 0.0043994 seconds, Stopping threads took: 0.0000172 seconds
[96.167s][info ][safepoint    ] Application time: 1.0001348 seconds
[96.168s][info ][safepoint    ] Entering safepoint region: Cleanup
[96.168s][info ][safepoint    ] Leaving safepoint region
[96.168s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001127 seconds, Stopping threads took: 0.0000387 seconds
[97.168s][info ][safepoint    ] Application time: 1.0000946 seconds
[97.168s][info ][safepoint    ] Entering safepoint region: Cleanup
[97.168s][info ][safepoint    ] Leaving safepoint region
[97.168s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001299 seconds, Stopping threads took: 0.0000430 seconds
[98.168s][info ][safepoint    ] Application time: 1.0000987 seconds
[98.168s][info ][safepoint    ] Entering safepoint region: Cleanup
[98.168s][info ][safepoint    ] Leaving safepoint region
[98.168s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001483 seconds, Stopping threads took: 0.0000709 seconds
[98.771s][info ][safepoint    ] Application time: 0.6029733 seconds
[98.771s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[98.771s][info ][gc,start     ] GC(125) Pause Young (Allocation Failure)
[98.771s][info ][gc,task      ] GC(125) Using 4 workers of 4 for evacuation
[98.774s][debug][gc,ref       ] GC(125) Skipped phase1 of Reference Processing due to unavailable references
[98.774s][debug][gc,ref       ] GC(125) Skipped phase3 of Reference Processing due to unavailable references
[98.774s][debug][gc,ref       ] GC(125) Skipped phase4 of Reference Processing due to unavailable references
[98.774s][debug][gc,age       ] GC(125) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[98.774s][info ][gc,heap      ] GC(125) ParNew: 243047K->1627K(270976K)
[98.774s][info ][gc,heap      ] GC(125) CMS: 240783K->240872K(602112K)
[98.774s][info ][gc,metaspace ] GC(125) Metaspace: 56945K->56945K(1101824K)
[98.774s][info ][gc           ] GC(125) Pause Young (Allocation Failure) 472M->236M(852M) 2.938ms
[98.774s][info ][gc,cpu       ] GC(125) User=0.01s Sys=0.00s Real=0.00s
[98.774s][info ][safepoint    ] Leaving safepoint region
[98.774s][info ][safepoint    ] Total time for which application threads were stopped: 0.0031157 seconds, Stopping threads took: 0.0000175 seconds
[99.774s][info ][safepoint    ] Application time: 1.0001419 seconds
[99.775s][info ][safepoint    ] Entering safepoint region: Cleanup
[99.775s][info ][safepoint    ] Leaving safepoint region
[99.775s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000818 seconds, Stopping threads took: 0.0000178 seconds
[100.775s][info ][safepoint    ] Application time: 1.0001076 seconds
[100.775s][info ][safepoint    ] Entering safepoint region: Cleanup
[100.775s][info ][safepoint    ] Leaving safepoint region
[100.775s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001038 seconds, Stopping threads took: 0.0000354 seconds
[101.775s][info ][safepoint    ] Application time: 1.0000913 seconds
[101.775s][info ][safepoint    ] Entering safepoint region: Cleanup
[101.775s][info ][safepoint    ] Leaving safepoint region
[101.775s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000795 seconds, Stopping threads took: 0.0000167 seconds
[102.226s][info ][safepoint    ] Application time: 0.4511904 seconds
[102.226s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[102.226s][info ][gc,start     ] GC(126) Pause Young (Allocation Failure)
[102.227s][info ][gc,task      ] GC(126) Using 4 workers of 4 for evacuation
[102.229s][debug][gc,ref       ] GC(126) Skipped phase1 of Reference Processing due to unavailable references
[102.229s][debug][gc,ref       ] GC(126) Skipped phase3 of Reference Processing due to unavailable references
[102.229s][debug][gc,ref       ] GC(126) Skipped phase4 of Reference Processing due to unavailable references
[102.230s][debug][gc,age       ] GC(126) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[102.230s][info ][gc,heap      ] GC(126) ParNew: 242523K->1641K(270976K)
[102.230s][info ][gc,heap      ] GC(126) CMS: 240872K->241024K(602112K)
[102.230s][info ][gc,metaspace ] GC(126) Metaspace: 56952K->56952K(1101824K)
[102.230s][info ][gc           ] GC(126) Pause Young (Allocation Failure) 472M->236M(852M) 3.156ms
[102.230s][info ][gc,cpu       ] GC(126) User=0.01s Sys=0.00s Real=0.01s
[102.230s][info ][safepoint    ] Leaving safepoint region
[102.230s][info ][safepoint    ] Total time for which application threads were stopped: 0.0033485 seconds, Stopping threads took: 0.0000328 seconds
[103.230s][info ][safepoint    ] Application time: 1.0000990 seconds
[103.230s][info ][safepoint    ] Entering safepoint region: Cleanup
[103.230s][info ][safepoint    ] Leaving safepoint region
[103.230s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001601 seconds, Stopping threads took: 0.0000957 seconds
[104.230s][info ][safepoint    ] Application time: 1.0000943 seconds
[104.230s][info ][safepoint    ] Entering safepoint region: Cleanup
[104.230s][info ][safepoint    ] Leaving safepoint region
[104.230s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001401 seconds, Stopping threads took: 0.0000744 seconds
[105.230s][info ][safepoint    ] Application time: 1.0000907 seconds
[105.230s][info ][safepoint    ] Entering safepoint region: Cleanup
[105.230s][info ][safepoint    ] Leaving safepoint region
[105.230s][info ][safepoint    ] Total time for which application threads were stopped: 0.0000936 seconds, Stopping threads took: 0.0000204 seconds
[105.710s][info ][safepoint    ] Application time: 0.4798439 seconds
[105.710s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[105.710s][info ][gc,start     ] GC(127) Pause Young (Allocation Failure)
[105.710s][info ][gc,task      ] GC(127) Using 4 workers of 4 for evacuation
[105.713s][debug][gc,ref       ] GC(127) Skipped phase1 of Reference Processing due to unavailable references
[105.713s][debug][gc,ref       ] GC(127) Skipped phase3 of Reference Processing due to unavailable references
[105.713s][debug][gc,ref       ] GC(127) Skipped phase4 of Reference Processing due to unavailable references
[105.714s][debug][gc,age       ] GC(127) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[105.714s][info ][gc,heap      ] GC(127) ParNew: 242537K->1692K(270976K)
[105.714s][info ][gc,heap      ] GC(127) CMS: 241024K->241110K(602112K)
[105.714s][info ][gc,metaspace ] GC(127) Metaspace: 56961K->56961K(1101824K)
[105.714s][info ][gc           ] GC(127) Pause Young (Allocation Failure) 472M->237M(852M) 3.162ms
[105.714s][info ][gc,cpu       ] GC(127) User=0.01s Sys=0.00s Real=0.00s
[105.714s][info ][safepoint    ] Leaving safepoint region
[105.714s][info ][safepoint    ] Total time for which application threads were stopped: 0.0033085 seconds, Stopping threads took: 0.0000180 seconds
